"DATETIME","ROWID","CURRENT_AMP","VOLTAGE_VOLT","POWER_KW","PANELTEMPERATURE_C","INVERTER_TEMPERATURE_C","AMBIENTTEMPERATURE_C","GLOBALTILTEDIRRADIANCE_WM2","GLOBALHORIZONTALIRRADIANCE_WM2","MODULE_ALL_TOTALPOWER_KW"
2021-07-03-03.15.00.000000,10395,0.0,0.0,0.0,22.4,21.75,19.3,0.0,0.0,0.0
2021-07-03-03.20.00.000000,10396,0.0,0.0,0.0,22.6,21.88,19.4,0.0,0.0,0.0
2021-07-03-03.25.00.000000,10397,0.0,0.0,0.0,22.7,22.01,19.5,0.0,0.0,0.0
2021-07-03-03.30.00.000000,10398,0.0,0.0,0.0,22.8,22.14,19.7,0.0,0.0,0.0
2021-07-03-03.35.00.000000,10399,0.0,0.0,0.0,23.0,22.27,19.8,0.0,0.0,0.0
2021-07-03-03.40.00.000000,10400,0.0,0.0,0.0,23.1,22.4,20.0,0.0,0.0,0.0
2021-07-03-03.45.00.000000,10401,0.0,0.0,0.0,23.2,22.53,20.1,0.0,0.0,0.0
2021-07-03-03.50.00.000000,10402,0.0,0.0,0.0,23.4,22.66,20.3,0.0,0.0,0.0
2021-07-03-03.55.00.000000,10403,0.0,0.0,0.0,23.5,22.79,20.4,0.0,0.0,0.0
2021-07-03-04.00.00.000000,10404,0.0,0.0,0.0,23.6,22.92,20.6,0.0,0.0,0.0
2021-07-03-04.05.00.000000,10405,0.0,0.0,0.0,23.7,23.01,20.7,0.0,0.0,0.0
2021-07-03-04.10.00.000000,10406,0.0,0.0,0.0,23.8,23.1,20.8,0.0,0.0,0.0
2021-07-03-04.15.00.000000,10407,0.0,0.0,0.0,23.9,23.19,20.9,0.0,0.0,0.0
2021-07-03-04.20.00.000000,10408,0.0,0.0,0.0,24.0,23.28,21.0,0.0,0.0,0.0
2021-07-03-04.25.00.000000,10409,0.0,0.0,0.0,24.1,23.37,21.1,0.0,0.0,0.0
2021-07-03-04.30.00.000000,10410,0.0,0.0,0.0,24.2,23.47,21.2,0.0,0.0,0.0
2021-07-03-04.35.00.000000,10411,0.0,0.0,0.0,24.3,23.56,21.3,0.0,0.0,0.0
2021-07-03-04.40.00.000000,10412,0.0,0.0,0.0,24.4,23.65,21.4,0.0,0.0,0.0
2021-07-03-04.45.00.000000,10413,0.0,0.0,0.0,24.5,23.74,21.5,0.0,0.0,0.0
2021-07-03-04.50.00.000000,10414,0.0,0.0,0.0,24.6,23.83,21.6,0.0,0.0,0.0
2021-07-03-04.55.00.000000,10415,0.0,0.0,0.0,24.7,23.92,21.7,0.0,0.0,0.0
2021-07-03-05.00.00.000000,10416,0.0,0.0,0.0,24.8,24.01,21.8,0.0,0.0,0.0
2021-07-03-05.05.00.000000,10417,0.0,0.0,0.0,25.0,24.26,22.1,0.0,0.0,0.0
2021-07-03-05.10.00.000000,10418,0.0,0.0,0.0,25.3,24.51,22.4,0.0,0.0,0.0
2021-07-03-05.15.00.000000,10419,0.0,0.0,0.0,25.5,24.75,22.7,0.0,0.0,0.0
2021-07-03-05.20.00.000000,10420,0.0,0.0,0.0,25.8,25.0,23.0,0.0,0.0,0.0
2021-07-03-05.25.00.000000,10421,0.0,0.0,0.0,26.0,25.25,23.3,0.0,0.0,0.0
2021-07-03-05.30.00.000000,10422,0.0,0.0,0.0,26.3,25.5,23.5,0.0,0.0,0.0
2021-07-03-05.35.00.000000,10423,0.0,0.0,0.0,26.5,25.75,23.8,0.0,0.0,0.0
2021-07-03-05.40.00.000000,10424,0.0,0.0,0.0,26.8,26.0,24.1,0.0,0.0,0.0
2021-07-03-05.45.00.000000,10425,0.0,0.0,0.0,27.1,26.24,24.4,0.0,0.0,0.0
2021-07-03-05.50.00.000000,10426,0.0,0.0,0.0,27.3,26.49,24.7,0.0,0.0,0.0
2021-07-03-05.55.00.000000,10427,0.0,0.0,0.0,27.6,26.74,25.0,0.0,0.0,0.0
2021-07-03-06.00.00.000000,10428,0.0,0.0,0.0,27.8,26.99,25.2,0.0,0.0,0.0
2021-07-03-06.05.00.000000,10429,17.7,701.0,13.0,34.8,38.32,35.2,114.9,145.3,37.47
2021-07-03-06.10.00.000000,10430,27.5,705.4,19.2,35.2,38.67,34.8,91.9,105.4,55.32
2021-07-03-06.15.00.000000,10431,37.5,703.8,26.0,35.4,38.95,34.8,92.6,111.1,75.08
2021-07-03-06.20.00.000000,10432,52.0,707.4,35.9,35.6,39.17,34.6,99.7,124.2,103.71
2021-07-03-06.25.00.000000,10433,74.8,710.8,51.5,35.8,39.4,34.8,124.4,153.4,148.84
2021-07-03-06.30.00.000000,10434,100.0,717.4,69.2,36.0,39.64,34.9,157.3,193.3,199.78
2021-07-03-06.35.00.000000,10435,127.6,723.6,88.9,36.4,40.0,35.1,192.7,235.9,256.79
2021-07-03-06.40.00.000000,10436,157.1,728.4,110.2,36.7,40.39,35.2,230.1,280.1,318.27
2021-07-03-06.45.00.000000,10437,187.8,733.4,132.6,37.1,40.84,35.2,269.6,325.9,382.87
2021-07-03-06.50.00.000000,10438,219.9,735.3,155.6,37.7,41.42,35.2,310.1,372.1,449.13
2021-07-03-06.55.00.000000,10439,252.5,736.4,179.3,38.3,42.09,35.2,351.0,417.8,517.8
2021-07-03-07.00.00.000000,10440,287.5,733.5,203.0,38.9,42.79,35.2,390.9,461.7,585.95
2021-07-03-07.05.00.000000,10441,323.3,728.0,226.6,39.6,43.61,35.2,433.8,508.1,654.36
2021-07-03-07.10.00.000000,10442,359.7,723.3,249.8,40.6,44.67,35.3,479.1,556.8,721.3
2021-07-03-07.15.00.000000,10443,396.9,718.3,274.1,41.7,45.89,35.6,527.5,609.0,791.35
2021-07-03-07.20.00.000000,10444,475.2,708.2,324.0,44.2,48.59,36.6,623.6,712.1,935.48
2021-07-03-07.25.00.000000,10445,475.2,708.2,324.0,44.2,48.59,36.6,623.6,712.1,935.46
2021-07-03-07.30.00.000000,10446,499.1,705.9,339.3,45.1,49.61,37.0,652.1,742.0,979.43
2021-07-03-07.35.00.000000,10447,534.5,701.1,360.9,47.3,52.05,38.1,693.0,783.5,1041.8
2021-07-03-07.40.00.000000,10448,560.7,694.2,375.3,49.8,54.73,39.4,724.0,813.9,1083.28
2021-07-03-07.45.00.000000,10449,570.7,690.9,379.8,50.6,55.65,40.2,736.6,826.6,1096.42
2021-07-03-07.50.00.000000,10450,585.6,686.7,387.2,51.3,56.42,42.2,756.0,846.2,1117.64
2021-07-03-07.55.00.000000,10451,599.0,684.1,393.5,51.4,56.55,44.2,773.4,864.1,1136.03
2021-07-03-08.00.00.000000,10452,610.0,682.8,400.0,51.3,56.45,46.0,789.5,881.0,1154.78
2021-07-03-08.05.00.000000,10453,614.9,685.8,405.0,51.5,56.62,46.8,804.6,896.7,1169.18
2021-07-03-08.10.00.000000,10454,612.1,694.2,408.3,51.6,56.79,47.2,819.0,911.1,1178.55
2021-07-03-08.15.00.000000,10455,612.1,694.2,408.3,51.6,56.79,47.2,819.0,911.1,1178.53
2021-07-03-08.20.00.000000,10456,594.6,714.0,407.6,51.9,57.12,47.5,857.0,947.6,1176.56
2021-07-03-08.25.00.000000,10457,594.6,714.0,407.6,51.9,57.12,47.5,857.0,947.6,1176.54
2021-07-03-08.30.00.000000,10458,593.3,715.8,408.0,52.3,57.49,47.8,869.6,958.2,1177.7
2021-07-03-08.35.00.000000,10459,591.7,717.2,408.9,52.5,57.76,48.2,881.8,967.8,1180.15
2021-07-03-08.40.00.000000,10460,591.5,718.5,409.1,52.8,58.09,48.6,892.0,976.3,1180.79
2021-07-03-08.45.00.000000,10461,592.5,719.0,409.1,53.1,58.46,48.6,902.0,984.9,1180.72
2021-07-03-08.50.00.000000,10462,593.5,719.4,408.8,53.5,58.83,48.1,911.2,992.6,1179.75
2021-07-03-08.55.00.000000,10463,593.0,717.9,408.8,53.6,58.97,47.8,919.8,1000.1,1179.97
2021-07-03-09.00.00.000000,10464,591.7,718.0,408.5,53.5,58.82,47.0,927.4,1006.7,1179.07
2021-07-03-09.05.00.000000,10465,591.0,717.3,408.5,53.2,58.47,46.5,934.7,1014.1,1179.03
2021-07-03-09.10.00.000000,10466,589.5,718.8,408.2,52.8,58.1,45.4,941.3,1021.0,1178.01
2021-07-03-09.15.00.000000,10467,589.4,718.2,408.5,52.6,57.89,45.1,947.2,1027.3,1179.03
2021-07-03-09.20.00.000000,10468,589.0,719.3,408.5,52.6,57.88,45.1,951.8,1031.8,1179.04
2021-07-03-09.25.00.000000,10469,590.8,718.0,408.5,52.6,57.89,45.2,955.7,1035.6,1178.86
2021-07-03-09.30.00.000000,10470,591.8,717.8,408.2,52.8,58.1,45.5,959.1,1038.7,1178.0
2021-07-03-09.35.00.000000,10471,592.6,717.2,407.8,53.1,58.46,45.9,962.5,1041.7,1176.81
2021-07-03-09.40.00.000000,10472,591.9,717.8,407.6,53.5,58.81,46.2,965.3,1044.4,1176.17
2021-07-03-09.45.00.000000,10473,590.2,719.9,407.6,53.6,58.97,46.2,967.9,1046.6,1176.1
2021-07-03-09.50.00.000000,10474,588.2,720.8,407.8,53.6,58.97,46.4,969.8,1048.4,1176.7
2021-07-03-09.55.00.000000,10475,587.5,721.5,408.1,53.6,58.97,46.7,971.5,1050.2,1177.68
2021-07-03-10.00.00.000000,10476,587.9,720.7,407.9,53.6,58.97,47.0,972.5,1051.5,1176.94
2021-07-03-10.05.00.000000,10477,589.0,718.7,407.5,53.9,59.29,47.2,973.5,1052.3,1175.91
2021-07-03-10.10.00.000000,10478,589.5,717.8,407.1,54.2,59.65,47.3,974.1,1052.1,1174.78
2021-07-03-10.15.00.000000,10479,589.9,717.4,407.1,54.6,60.01,47.3,974.6,1051.8,1174.62
2021-07-03-10.20.00.000000,10480,589.6,719.0,407.4,54.6,60.06,47.6,975.3,1052.7,1175.46
2021-07-03-10.25.00.000000,10481,588.4,721.7,408.0,54.8,60.28,48.0,976.1,1054.8,1177.23
2021-07-06-23.50.00.000000,11506,0.0,0.0,0.0,22.0,21.38,18.8,0.0,0.0,0.0
2021-07-06-23.55.00.000000,11507,0.0,0.0,0.0,22.0,21.35,18.8,0.0,0.0,0.0
2021-07-07-00.00.00.000000,11508,0.0,0.0,0.0,22.0,21.33,18.8,0.0,0.0,0.0
2021-07-07-00.05.00.000000,11509,0.0,0.0,0.0,22.0,21.35,18.8,0.0,0.0,0.0
2021-07-07-00.10.00.000000,11510,0.0,0.0,0.0,22.0,21.37,18.8,0.0,0.0,0.0
2021-07-07-00.15.00.000000,11511,0.0,0.0,0.0,22.1,21.39,18.8,0.0,0.0,0.0
2021-07-07-00.20.00.000000,11512,0.0,0.0,0.0,22.1,21.41,18.9,0.0,0.0,0.0
2021-07-07-00.25.00.000000,11513,0.0,0.0,0.0,22.1,21.43,18.9,0.0,0.0,0.0
2021-07-07-00.30.00.000000,11514,0.0,0.0,0.0,22.1,21.45,18.9,0.0,0.0,0.0
2021-07-07-00.35.00.000000,11515,0.0,0.0,0.0,22.1,21.47,18.9,0.0,0.0,0.0
2021-07-07-00.40.00.000000,11516,0.0,0.0,0.0,22.2,21.49,19.0,0.0,0.0,0.0
2021-07-07-00.45.00.000000,11517,0.0,0.0,0.0,22.2,21.51,19.0,0.0,0.0,0.0
2021-07-07-00.50.00.000000,11518,0.0,0.0,0.0,22.2,21.53,19.0,0.0,0.0,0.0
2021-07-07-00.55.00.000000,11519,0.0,0.0,0.0,22.2,21.56,19.0,0.0,0.0,0.0
2021-07-07-01.00.00.000000,11520,0.0,0.0,0.0,22.2,21.58,19.0,0.0,0.0,0.0
2021-07-07-01.05.00.000000,11521,0.0,0.0,0.0,22.4,21.71,19.2,0.0,0.0,0.0
2021-07-07-01.10.00.000000,11522,0.0,0.0,0.0,22.4,21.74,19.2,0.0,0.0,0.0
2021-07-07-01.15.00.000000,11523,0.0,0.0,0.0,22.4,21.76,19.3,0.0,0.0,0.0
2021-07-07-01.20.00.000000,11524,0.0,0.0,0.0,22.5,21.78,19.3,0.0,0.0,0.0
2021-07-07-01.25.00.000000,11525,0.0,0.0,0.0,22.5,21.81,19.3,0.0,0.0,0.0
2021-07-07-01.30.00.000000,11526,0.0,0.0,0.0,22.5,21.83,19.3,0.0,0.0,0.0
2021-07-07-01.35.00.000000,11527,0.0,0.0,0.0,22.5,21.86,19.4,0.0,0.0,0.0
2021-07-07-01.40.00.000000,11528,0.0,0.0,0.0,22.6,21.88,19.4,0.0,0.0,0.0
2021-07-07-01.45.00.000000,11529,0.0,0.0,0.0,22.6,21.91,19.4,0.0,0.0,0.0
2021-07-07-01.50.00.000000,11530,0.0,0.0,0.0,22.6,21.93,19.5,0.0,0.0,0.0
2021-07-07-01.55.00.000000,11531,0.0,0.0,0.0,22.6,21.96,19.5,0.0,0.0,0.0
2021-07-07-02.00.00.000000,11532,0.0,0.0,0.0,22.7,21.98,19.5,0.0,0.0,0.0
2021-07-07-02.05.00.000000,11533,0.0,0.0,0.0,22.7,22.03,19.6,0.0,0.0,0.0
2021-07-07-02.10.00.000000,11534,0.0,0.0,0.0,22.8,22.08,19.6,0.0,0.0,0.0
2021-07-07-02.15.00.000000,11535,0.0,0.0,0.0,22.8,22.13,19.7,0.0,0.0,0.0
2021-07-07-02.20.00.000000,11536,0.0,0.0,0.0,22.9,22.18,19.7,0.0,0.0,0.0
2021-07-07-02.25.00.000000,11537,0.0,0.0,0.0,22.9,22.23,19.8,0.0,0.0,0.0
2021-07-07-02.30.00.000000,11538,0.0,0.0,0.0,23.0,22.29,19.9,0.0,0.0,0.0
2021-07-07-02.35.00.000000,11539,0.0,0.0,0.0,23.0,22.34,19.9,0.0,0.0,0.0
2021-07-07-02.40.00.000000,11540,0.0,0.0,0.0,23.1,22.39,20.0,0.0,0.0,0.0
2021-07-07-02.45.00.000000,11541,0.0,0.0,0.0,23.1,22.44,20.0,0.0,0.0,0.0
2021-07-07-02.50.00.000000,11542,0.0,0.0,0.0,23.2,22.49,20.1,0.0,0.0,0.0
2021-07-07-02.55.00.000000,11543,0.0,0.0,0.0,23.2,22.54,20.2,0.0,0.0,0.0
2021-07-07-03.00.00.000000,11544,0.0,0.0,0.0,23.3,22.59,20.2,0.0,0.0,0.0
2021-07-07-03.05.00.000000,11545,0.0,0.0,0.0,23.4,22.72,20.4,0.0,0.0,0.0
2021-07-07-03.10.00.000000,11546,0.0,0.0,0.0,23.6,22.85,20.5,0.0,0.0,0.0
2021-07-07-03.15.00.000000,11547,0.0,0.0,0.0,23.7,22.98,20.7,0.0,0.0,0.0
2021-07-07-03.20.00.000000,11548,0.0,0.0,0.0,23.8,23.11,20.8,0.0,0.0,0.0
2021-07-07-03.25.00.000000,11549,0.0,0.0,0.0,24.0,23.24,21.0,0.0,0.0,0.0
2021-07-07-03.30.00.000000,11550,0.0,0.0,0.0,24.1,23.37,21.1,0.0,0.0,0.0
2021-07-07-03.35.00.000000,11551,0.0,0.0,0.0,24.2,23.5,21.3,0.0,0.0,0.0
2021-07-07-03.40.00.000000,11552,0.0,0.0,0.0,24.4,23.63,21.4,0.0,0.0,0.0
2021-07-07-03.45.00.000000,11553,0.0,0.0,0.0,24.5,23.76,21.5,0.0,0.0,0.0
2021-07-07-03.50.00.000000,11554,0.0,0.0,0.0,24.6,23.89,21.7,0.0,0.0,0.0
2021-07-07-03.55.00.000000,11555,0.0,0.0,0.0,24.8,24.02,21.8,0.0,0.0,0.0
2021-07-07-04.00.00.000000,11556,0.0,0.0,0.0,24.9,24.15,22.0,0.0,0.0,0.0
2021-07-07-04.05.00.000000,11557,0.0,0.0,0.0,25.0,24.24,22.1,0.0,0.0,0.0
2021-07-07-04.10.00.000000,11558,0.0,0.0,0.0,25.1,24.33,22.2,0.0,0.0,0.0
2021-07-07-04.15.00.000000,11559,0.0,0.0,0.0,25.2,24.42,22.3,0.0,0.0,0.0
2021-07-07-04.20.00.000000,11560,0.0,0.0,0.0,25.3,24.51,22.4,0.0,0.0,0.0
2021-07-07-04.25.00.000000,11561,0.0,0.0,0.0,25.4,24.6,22.5,0.0,0.0,0.0
2021-07-07-04.30.00.000000,11562,0.0,0.0,0.0,25.5,24.69,22.6,0.0,0.0,0.0
2021-07-07-04.35.00.000000,11563,0.0,0.0,0.0,25.5,24.78,22.7,0.0,0.0,0.0
2021-07-07-04.40.00.000000,11564,0.0,0.0,0.0,25.6,24.87,22.8,0.0,0.0,0.0
2021-07-07-04.45.00.000000,11565,0.0,0.0,0.0,25.7,24.96,22.9,0.0,0.0,0.0
2021-07-07-04.50.00.000000,11566,0.0,0.0,0.0,25.8,25.06,23.0,0.0,0.0,0.0
2021-07-07-04.55.00.000000,11567,0.0,0.0,0.0,25.9,25.15,23.1,0.0,0.0,0.0
2021-07-07-05.00.00.000000,11568,0.0,0.0,0.0,26.0,25.24,23.2,0.0,0.0,0.0
2021-07-07-05.05.00.000000,11569,0.0,0.0,0.0,26.3,25.49,23.5,0.0,0.0,0.0
2021-07-07-05.10.00.000000,11570,0.0,0.0,0.0,26.5,25.73,23.8,0.0,0.0,0.0
2021-07-07-05.15.00.000000,11571,0.0,0.0,0.0,26.8,25.98,24.1,0.0,0.0,0.0
2021-07-07-05.20.00.000000,11572,0.0,0.0,0.0,27.0,26.23,24.4,0.0,0.0,0.0
2021-07-07-05.25.00.000000,11573,0.0,0.0,0.0,27.3,26.48,24.7,0.0,0.0,0.0
2021-07-07-05.30.00.000000,11574,0.0,0.0,0.0,27.6,26.73,24.9,0.0,0.0,0.0
2021-07-07-05.35.00.000000,11575,0.0,0.0,0.0,27.8,26.97,25.2,0.0,0.0,0.0
2021-07-07-05.40.00.000000,11576,0.0,0.0,0.0,28.1,27.22,25.5,0.0,0.0,0.0
2021-07-07-05.45.00.000000,11577,0.0,0.0,0.0,28.3,27.47,25.8,0.0,0.0,0.0
2021-07-07-05.50.00.000000,11578,0.0,0.0,0.0,28.6,27.72,26.1,0.0,0.0,0.0
2021-07-07-05.55.00.000000,11579,0.0,0.0,0.0,28.8,27.97,26.4,0.0,0.0,0.0
2021-07-07-06.00.00.000000,11580,17.1,688.3,12.1,38.8,42.64,38.5,140.0,0.0,34.43
2021-07-07-06.05.00.000000,11581,35.8,682.1,23.8,38.8,42.64,38.5,109.1,112.7,67.55
2021-07-07-06.10.00.000000,11582,47.7,690.3,32.2,38.9,42.77,38.5,111.8,129.5,91.36
2021-07-07-06.15.00.000000,11583,68.1,701.1,46.5,39.2,43.12,38.5,118.4,148.2,131.92
2021-07-07-06.20.00.000000,11584,92.1,716.6,64.0,39.7,43.65,38.5,149.2,182.8,181.69
2021-07-07-06.25.00.000000,11585,118.5,725.5,83.0,40.1,44.15,38.5,182.4,222.6,235.52
2021-07-07-06.30.00.000000,11586,151.2,726.4,105.9,40.5,44.53,38.5,221.4,268.7,300.61
2021-07-07-06.35.00.000000,11587,186.0,727.3,130.0,40.7,44.74,38.5,262.0,315.7,369.13
2021-07-07-06.40.00.000000,11588,216.5,725.7,151.1,40.9,44.99,38.5,298.0,356.7,428.78
2021-07-07-06.45.00.000000,11589,252.1,724.2,175.1,41.2,45.37,38.5,339.3,403.0,497.09
2021-07-07-06.50.00.000000,11590,287.6,721.6,199.4,41.9,46.14,38.5,382.0,450.3,565.87
2021-07-07-06.55.00.000000,11591,323.7,718.5,223.4,42.8,47.03,38.5,426.9,499.5,633.96
2021-07-07-07.00.00.000000,11592,359.3,716.0,247.1,43.7,48.05,38.5,472.8,549.8,701.28
2021-07-07-07.05.00.000000,11593,395.9,712.0,270.6,44.6,49.1,38.5,520.0,600.8,767.97
2021-07-07-07.10.00.000000,11594,433.9,706.9,294.3,45.7,50.32,38.6,566.6,649.9,835.39
2021-07-07-07.15.00.000000,11595,473.1,701.3,318.2,46.9,51.62,39.0,614.5,699.1,903.09
2021-07-07-07.20.00.000000,11596,511.2,695.7,341.2,48.3,53.16,39.8,659.9,744.4,968.46
2021-07-07-07.25.00.000000,11597,542.6,689.1,359.4,49.8,54.8,40.6,696.4,779.5,1020.12
2021-07-07-07.30.00.000000,11598,564.0,683.5,371.4,51.4,56.55,41.3,723.4,804.0,1054.1
2021-07-07-07.35.00.000000,11599,578.9,677.7,378.4,52.4,57.66,42.7,743.4,820.8,1074.0
2021-07-07-07.40.00.000000,11600,592.2,673.3,384.1,53.1,58.39,44.6,762.4,836.0,1090.04
2021-07-07-07.45.00.000000,11601,606.1,668.8,389.6,53.6,58.98,46.8,780.3,849.7,1105.7
2021-07-07-07.50.00.000000,11602,618.8,664.7,394.7,54.3,59.73,48.6,797.3,862.9,1120.06
2021-07-07-07.55.00.000000,11603,629.8,660.5,399.3,55.1,60.58,50.0,812.8,875.8,1133.21
2021-07-07-08.00.00.000000,11604,639.4,656.8,403.7,55.8,61.37,51.2,827.0,888.7,1145.59
2021-07-07-08.05.00.000000,11605,641.8,660.6,407.3,56.6,62.26,52.4,840.0,900.4,1155.82
2021-07-07-08.10.00.000000,11606,636.6,670.1,409.3,57.3,63.05,53.4,853.2,912.7,1161.52
2021-07-07-08.15.00.000000,11607,625.4,683.2,410.6,58.0,63.77,54.1,866.0,925.4,1165.26
2021-07-07-08.20.00.000000,11608,616.0,692.0,410.7,58.7,64.52,54.7,878.6,939.8,1165.31
2021-07-07-08.25.00.000000,11609,610.0,697.6,410.4,59.2,65.11,55.4,890.3,953.9,1164.63
2021-07-07-08.30.00.000000,11610,607.7,699.1,409.9,59.5,65.48,55.9,900.9,966.8,1163.04
2021-07-07-08.35.00.000000,11611,607.6,699.2,409.9,59.8,65.82,56.5,910.6,976.9,1163.21
2021-07-07-08.40.00.000000,11612,607.5,700.0,409.7,60.5,66.5,57.1,919.1,984.1,1162.59
2021-07-07-08.45.00.000000,11613,607.5,701.5,409.7,61.1,67.22,57.7,926.8,989.2,1162.63
2021-07-07-08.50.00.000000,11614,608.2,701.1,409.3,61.5,67.67,58.1,934.4,994.2,1161.34
2021-07-07-08.55.00.000000,11615,610.0,699.4,409.8,61.9,68.08,58.5,942.2,999.5,1162.74
2021-07-07-09.00.00.000000,11616,610.8,698.8,410.0,62.2,68.45,58.8,949.8,1005.6,1163.23
2021-07-07-09.05.00.000000,11617,609.5,700.2,410.4,62.6,68.82,59.2,956.5,1011.9,1164.48
2021-07-07-09.10.00.000000,11618,608.8,700.5,410.8,62.9,69.16,59.5,962.5,1018.1,1165.54
2021-07-07-09.15.00.000000,11619,608.5,699.8,410.8,63.2,69.53,59.9,968.1,1022.9,1165.37
2021-07-07-09.20.00.000000,11620,609.8,697.9,410.8,63.7,70.07,60.2,973.3,1026.3,1165.5
2021-07-07-09.25.00.000000,11621,611.2,696.3,410.6,64.0,70.45,60.5,977.8,1028.0,1164.77
2021-07-07-09.30.00.000000,11622,611.7,696.1,410.2,64.4,70.81,60.7,981.2,1028.2,1163.77
2021-07-07-09.35.00.000000,11623,611.6,696.6,410.0,64.5,70.95,60.7,984.0,1027.1,1163.13
2021-07-07-09.40.00.000000,11624,611.6,695.9,409.7,64.5,70.95,60.7,986.2,1025.2,1162.3
2021-07-07-09.45.00.000000,11625,613.3,693.5,409.4,64.5,70.95,60.7,988.4,1023.2,1161.54
2021-07-07-09.50.00.000000,11626,615.2,691.0,409.4,64.5,70.95,61.0,990.2,1022.1,1161.3
2021-07-07-09.55.00.000000,11627,616.9,690.3,409.9,64.5,70.95,61.3,992.0,1023.2,1162.67
2021-07-07-10.00.00.000000,11628,618.4,689.2,410.2,64.5,70.95,61.5,993.1,1026.4,1163.67
2021-07-07-10.05.00.000000,11629,618.9,689.2,410.4,64.5,70.95,61.6,994.2,1030.0,1164.17
2021-07-07-10.10.00.000000,11630,618.0,690.1,409.5,64.6,71.02,61.8,995.5,1032.9,1161.52
2021-07-07-10.15.00.000000,11631,618.6,689.6,409.8,64.8,71.32,61.9,996.3,1035.3,1162.4
2021-07-07-10.20.00.000000,11632,618.1,689.8,410.2,65.4,71.98,62.5,995.9,1038.3,1163.68
2021-07-07-10.25.00.000000,11633,618.1,689.8,410.2,65.4,71.98,62.5,995.9,1038.3,1163.66
2021-07-07-10.30.00.000000,11634,615.8,692.3,409.9,65.5,72.04,62.7,995.4,1036.4,1162.72
2021-07-07-10.35.00.000000,11635,615.0,691.9,410.1,65.5,72.04,62.7,994.4,1031.4,1163.34
2021-07-07-10.40.00.000000,11636,617.4,689.7,410.2,65.7,72.26,63.0,993.4,1026.1,1163.45
2021-07-07-10.45.00.000000,11637,620.3,686.5,410.7,66.0,72.62,63.3,992.8,1023.6,1164.8
2021-07-07-10.50.00.000000,11638,621.5,686.4,410.9,66.4,72.99,63.7,993.0,1022.8,1165.49
2021-07-07-10.55.00.000000,11639,622.2,684.8,411.2,66.5,73.13,64.0,993.0,1021.7,1166.33
2021-07-07-11.00.00.000000,11640,622.9,684.0,410.9,66.5,73.13,64.3,992.3,1018.9,1165.4
2021-07-07-11.05.00.000000,11641,625.1,681.7,410.5,66.6,73.3,64.7,991.7,1017.9,1164.18
2021-07-07-11.10.00.000000,11642,625.4,682.3,410.1,66.9,73.55,64.8,991.8,1019.7,1163.16
2021-07-07-11.15.00.000000,11643,622.7,685.5,410.3,67.2,73.89,64.9,992.2,1024.1,1163.75
2021-07-07-11.20.00.000000,11644,619.0,691.0,410.6,67.3,74.08,65.1,991.7,1029.2,1164.45
2021-07-07-11.25.00.000000,11645,614.8,696.0,410.7,67.5,74.2,65.4,990.6,1032.7,1164.8
2021-07-07-11.30.00.000000,11646,609.6,701.6,410.7,67.5,74.22,65.8,990.0,1037.3,1164.83
2021-07-07-11.35.00.000000,11647,602.7,708.3,410.4,67.5,74.22,65.9,990.8,1043.4,1163.83
2021-07-07-11.40.00.000000,11648,598.1,713.9,410.2,67.5,74.22,66.0,992.1,1049.0,1163.25
2021-07-07-11.45.00.000000,11649,599.5,714.5,410.1,67.5,74.22,66.0,992.7,1050.8,1162.86
2021-07-07-11.50.00.000000,11650,600.2,712.9,410.4,67.5,74.29,66.0,993.0,1049.5,1163.81
2021-07-07-11.55.00.000000,11651,601.0,710.7,410.7,67.9,74.65,66.0,993.2,1047.4,1164.65
2021-07-07-12.00.00.000000,11652,600.3,709.9,410.9,68.2,75.01,66.2,993.1,1044.7,1165.2
2021-07-07-12.05.00.000000,11653,600.8,710.2,410.7,68.5,75.31,66.3,992.3,1043.7,1164.61
2021-07-07-12.10.00.000000,11654,598.8,713.5,410.8,68.5,75.31,66.6,991.7,1047.1,1164.91
2021-07-07-12.15.00.000000,11655,593.7,719.5,410.4,68.5,75.31,66.8,991.5,1053.9,1163.62
2021-07-07-12.20.00.000000,11656,591.3,721.5,409.9,68.5,75.31,67.0,991.5,1057.5,1162.38
2021-07-07-12.25.00.000000,11657,591.8,720.7,409.3,68.5,75.31,67.1,991.3,1056.9,1160.63
2021-07-07-12.30.00.000000,11658,595.0,716.5,409.3,68.5,75.31,67.1,991.3,1053.0,1160.57
2021-07-07-12.35.00.000000,11659,596.2,714.9,410.0,68.5,75.31,67.1,991.2,1050.0,1162.41
2021-07-07-12.40.00.000000,11660,595.8,715.0,410.2,68.5,75.31,67.1,992.0,1049.5,1163.07
2021-07-07-12.45.00.000000,11661,596.6,713.8,410.4,68.5,75.31,67.1,992.5,1049.0,1163.55
2021-07-07-12.50.00.000000,11662,596.9,713.0,410.3,68.5,75.31,67.1,992.5,1047.7,1163.21
2021-07-07-12.55.00.000000,11663,599.4,710.8,410.4,68.5,75.31,67.1,991.9,1045.0,1163.56
2021-07-07-13.00.00.000000,11664,600.7,709.4,410.4,68.5,75.31,67.3,992.6,1044.0,1163.54
2021-07-07-13.05.00.000000,11665,603.5,706.8,410.4,68.8,75.64,67.6,993.7,1041.6,1163.53
2021-07-07-13.10.00.000000,11666,607.7,701.4,410.6,69.1,76.0,67.9,994.0,1036.6,1164.24
