"DATETIME","ROWID","CURRENT_AMP","VOLTAGE_VOLT","POWER_KW","PANELTEMPERATURE_C","INVERTER_TEMPERATURE_C","AMBIENTTEMPERATURE_C","GLOBALTILTEDIRRADIANCE_WM2","GLOBALHORIZONTALIRRADIANCE_WM2","MODULE_ALL_TOTALPOWER_KW"
2021-06-11-20.10.00.000000,4262,0.0,0.0,0.0,21.3,20.67,23.7,0.0,0.0,0.0
2021-06-11-20.15.00.000000,4263,0.0,0.0,0.0,21.1,20.48,23.5,0.0,0.0,0.0
2021-06-11-20.20.00.000000,4264,0.0,0.0,0.0,20.9,20.29,23.2,0.0,0.0,0.0
2021-06-11-20.25.00.000000,4265,0.0,0.0,0.0,20.7,20.1,23.0,0.0,0.0,0.0
2021-06-11-20.30.00.000000,4266,0.0,0.0,0.0,20.5,19.91,22.8,0.0,0.0,0.0
2021-06-11-20.35.00.000000,4267,0.0,0.0,0.0,20.3,19.73,22.6,0.0,0.0,0.0
2021-06-11-20.40.00.000000,4268,0.0,0.0,0.0,20.1,19.54,22.4,0.0,0.0,0.0
2021-06-11-20.45.00.000000,4269,0.0,0.0,0.0,19.9,19.35,22.2,0.0,0.0,0.0
2021-06-11-20.50.00.000000,4270,0.0,0.0,0.0,19.7,19.16,21.9,0.0,0.0,0.0
2021-06-11-20.55.00.000000,4271,0.0,0.0,0.0,19.6,18.97,21.7,0.0,0.0,0.0
2021-06-11-21.00.00.000000,4272,0.0,0.0,0.0,20.3,19.66,22.5,0.0,0.0,0.0
2021-06-11-21.05.00.000000,4273,0.0,0.0,0.0,20.3,19.72,22.6,0.0,0.0,0.0
2021-06-11-21.10.00.000000,4274,0.0,0.0,0.0,20.4,19.77,22.7,0.0,0.0,0.0
2021-06-11-21.15.00.000000,4275,0.0,0.0,0.0,20.4,19.83,22.7,0.0,0.0,0.0
2021-06-11-21.20.00.000000,4276,0.0,0.0,0.0,20.5,19.88,22.8,0.0,0.0,0.0
2021-06-11-21.25.00.000000,4277,0.0,0.0,0.0,20.6,19.94,22.8,0.0,0.0,0.0
2021-06-11-21.30.00.000000,4278,0.0,0.0,0.0,20.6,19.99,22.9,0.0,0.0,0.0
2021-06-11-21.35.00.000000,4279,0.0,0.0,0.0,20.7,20.05,23.0,0.0,0.0,0.0
2021-06-11-21.40.00.000000,4280,0.0,0.0,0.0,20.7,20.1,23.0,0.0,0.0,0.0
2021-06-11-21.45.00.000000,4281,0.0,0.0,0.0,20.8,20.16,23.1,0.0,0.0,0.0
2021-06-11-21.50.00.000000,4282,0.0,0.0,0.0,20.8,20.21,23.2,0.0,0.0,0.0
2021-06-11-21.55.00.000000,4283,0.0,0.0,0.0,20.9,20.27,23.2,0.0,0.0,0.0
2021-06-11-22.00.00.000000,4284,0.0,0.0,0.0,20.6,19.95,22.8,0.0,0.0,0.0
2021-06-11-22.05.00.000000,4285,0.0,0.0,0.0,20.5,19.85,22.7,0.0,0.0,0.0
2021-06-11-22.10.00.000000,4286,0.0,0.0,0.0,20.4,19.75,22.6,0.0,0.0,0.0
2021-06-11-22.15.00.000000,4287,0.0,0.0,0.0,20.3,19.65,22.5,0.0,0.0,0.0
2021-06-11-22.20.00.000000,4288,0.0,0.0,0.0,20.2,19.55,22.4,0.0,0.0,0.0
2021-06-11-22.25.00.000000,4289,0.0,0.0,0.0,20.1,19.45,22.3,0.0,0.0,0.0
2021-06-11-22.30.00.000000,4290,0.0,0.0,0.0,20.0,19.35,22.2,0.0,0.0,0.0
2021-06-11-22.35.00.000000,4291,0.0,0.0,0.0,19.9,19.25,22.1,0.0,0.0,0.0
2021-06-11-22.40.00.000000,4292,0.0,0.0,0.0,19.7,19.16,21.9,0.0,0.0,0.0
2021-06-11-22.45.00.000000,4293,0.0,0.0,0.0,19.6,19.06,21.8,0.0,0.0,0.0
2021-06-11-22.50.00.000000,4294,0.0,0.0,0.0,19.5,18.96,21.7,0.0,0.0,0.0
2021-06-11-22.55.00.000000,4295,0.0,0.0,0.0,19.4,18.86,21.6,0.0,0.0,0.0
2021-06-11-23.00.00.000000,4296,0.0,0.0,0.0,19.3,18.76,21.5,0.0,0.0,0.0
2021-06-11-23.05.00.000000,4297,0.0,0.0,0.0,19.3,18.73,21.5,0.0,0.0,0.0
2021-06-11-23.10.00.000000,4298,0.0,0.0,0.0,19.3,18.71,21.4,0.0,0.0,0.0
2021-06-11-23.15.00.000000,4299,0.0,0.0,0.0,19.3,18.68,21.4,0.0,0.0,0.0
2021-06-11-23.20.00.000000,4300,0.0,0.0,0.0,19.2,18.66,21.4,0.0,0.0,0.0
2021-06-11-23.25.00.000000,4301,0.0,0.0,0.0,19.2,18.63,21.3,0.0,0.0,0.0
2021-06-11-23.30.00.000000,4302,0.0,0.0,0.0,19.2,18.6,21.3,0.0,0.0,0.0
2021-06-11-23.35.00.000000,4303,0.0,0.0,0.0,19.2,18.58,21.3,0.0,0.0,0.0
2021-06-11-23.40.00.000000,4304,0.0,0.0,0.0,19.1,18.55,21.3,0.0,0.0,0.0
2021-06-11-23.45.00.000000,4305,0.0,0.0,0.0,19.1,18.53,21.2,0.0,0.0,0.0
2021-06-11-23.50.00.000000,4306,0.0,0.0,0.0,19.1,18.5,21.2,0.0,0.0,0.0
2021-06-11-23.55.00.000000,4307,0.0,0.0,0.0,19.0,18.48,21.2,0.0,0.0,0.0
2021-06-12-00.00.00.000000,4308,0.0,0.0,0.0,19.0,18.45,21.1,0.0,0.0,0.0
2021-06-12-00.05.00.000000,4309,0.0,0.0,0.0,19.0,18.39,21.1,0.0,0.0,0.0
2021-06-12-00.10.00.000000,4310,0.0,0.0,0.0,18.9,18.33,21.0,0.0,0.0,0.0
2021-06-12-00.15.00.000000,4311,0.0,0.0,0.0,18.8,18.27,20.9,0.0,0.0,0.0
2021-06-12-00.20.00.000000,4312,0.0,0.0,0.0,18.8,18.21,20.9,0.0,0.0,0.0
2021-06-12-00.25.00.000000,4313,0.0,0.0,0.0,18.7,18.15,20.8,0.0,0.0,0.0
2021-06-12-00.30.00.000000,4314,0.0,0.0,0.0,18.7,18.09,20.7,0.0,0.0,0.0
2021-06-12-00.35.00.000000,4315,0.0,0.0,0.0,18.6,18.03,20.7,0.0,0.0,0.0
2021-06-12-00.40.00.000000,4316,0.0,0.0,0.0,18.5,17.98,20.6,0.0,0.0,0.0
2021-06-12-00.45.00.000000,4317,0.0,0.0,0.0,18.5,17.92,20.5,0.0,0.0,0.0
2021-06-12-00.50.00.000000,4318,0.0,0.0,0.0,18.4,17.86,20.5,0.0,0.0,0.0
2021-06-12-00.55.00.000000,4319,0.0,0.0,0.0,18.3,17.8,20.4,0.0,0.0,0.0
2021-06-12-01.00.00.000000,4320,0.0,0.0,0.0,18.3,17.74,20.3,0.0,0.0,0.0
2021-06-12-01.05.00.000000,4321,0.0,0.0,0.0,19.1,18.57,21.3,0.0,0.0,0.0
2021-06-12-01.10.00.000000,4322,0.0,0.0,0.0,19.1,18.51,21.2,0.0,0.0,0.0
2021-06-12-01.15.00.000000,4323,0.0,0.0,0.0,19.0,18.46,21.1,0.0,0.0,0.0
2021-06-12-01.20.00.000000,4324,0.0,0.0,0.0,19.0,18.4,21.1,0.0,0.0,0.0
2021-06-12-01.25.00.000000,4325,0.0,0.0,0.0,18.9,18.35,21.0,0.0,0.0,0.0
2021-06-12-01.30.00.000000,4326,0.0,0.0,0.0,18.9,18.29,21.0,0.0,0.0,0.0
2021-06-12-01.35.00.000000,4327,0.0,0.0,0.0,18.8,18.23,20.9,0.0,0.0,0.0
2021-06-12-01.40.00.000000,4328,0.0,0.0,0.0,18.7,18.18,20.8,0.0,0.0,0.0
2021-06-12-01.45.00.000000,4329,0.0,0.0,0.0,18.7,18.12,20.8,0.0,0.0,0.0
2021-06-12-01.50.00.000000,4330,0.0,0.0,0.0,18.6,18.07,20.7,0.0,0.0,0.0
2021-06-12-01.55.00.000000,4331,0.0,0.0,0.0,18.6,18.01,20.6,0.0,0.0,0.0
2021-06-12-02.00.00.000000,4332,0.0,0.0,0.0,18.5,17.96,20.6,0.0,0.0,0.0
2021-06-12-02.05.00.000000,4333,0.0,0.0,0.0,18.5,17.93,20.5,0.0,0.0,0.0
2021-06-12-02.10.00.000000,4334,0.0,0.0,0.0,18.5,17.9,20.5,0.0,0.0,0.0
2021-06-12-02.15.00.000000,4335,0.0,0.0,0.0,18.4,17.87,20.5,0.0,0.0,0.0
2021-06-12-02.20.00.000000,4336,0.0,0.0,0.0,18.4,17.84,20.4,0.0,0.0,0.0
2021-06-12-02.25.00.000000,4337,0.0,0.0,0.0,18.4,17.81,20.4,0.0,0.0,0.0
2021-06-12-02.30.00.000000,4338,0.0,0.0,0.0,18.3,17.78,20.4,0.0,0.0,0.0
2021-06-12-02.35.00.000000,4339,0.0,0.0,0.0,18.3,17.75,20.3,0.0,0.0,0.0
2021-06-12-02.40.00.000000,4340,0.0,0.0,0.0,18.3,17.72,20.3,0.0,0.0,0.0
2021-06-12-02.45.00.000000,4341,0.0,0.0,0.0,18.2,17.7,20.3,0.0,0.0,0.0
2021-06-12-02.50.00.000000,4342,0.0,0.0,0.0,18.2,17.67,20.2,0.0,0.0,0.0
2021-06-12-02.55.00.000000,4343,0.0,0.0,0.0,18.2,17.64,20.2,0.0,0.0,0.0
2021-06-12-03.00.00.000000,4344,0.0,0.0,0.0,18.2,17.61,20.2,0.0,0.0,0.0
2021-06-12-03.05.00.000000,4345,0.0,0.0,0.0,18.2,17.7,20.3,0.0,0.0,0.0
2021-06-12-03.10.00.000000,4346,0.0,0.0,0.0,18.3,17.79,20.4,0.0,0.0,0.0
2021-06-12-03.15.00.000000,4347,0.0,0.0,0.0,18.4,17.88,20.5,0.0,0.0,0.0
2021-06-12-03.20.00.000000,4348,0.0,0.0,0.0,18.5,17.97,20.6,0.0,0.0,0.0
2021-06-12-03.25.00.000000,4349,0.0,0.0,0.0,18.6,18.06,20.7,0.0,0.0,0.0
2021-06-12-03.30.00.000000,4350,0.0,0.0,0.0,18.7,18.15,20.8,0.0,0.0,0.0
2021-06-12-03.35.00.000000,4351,0.0,0.0,0.0,18.8,18.24,20.9,0.0,0.0,0.0
2021-06-12-03.40.00.000000,4352,0.0,0.0,0.0,18.9,18.32,21.0,0.0,0.0,0.0
2021-06-12-03.45.00.000000,4353,0.0,0.0,0.0,19.0,18.41,21.1,0.0,0.0,0.0
2021-06-12-03.50.00.000000,4354,0.0,0.0,0.0,19.1,18.5,21.2,0.0,0.0,0.0
2021-06-12-03.55.00.000000,4355,0.0,0.0,0.0,19.2,18.59,21.3,0.0,0.0,0.0
2021-06-12-04.00.00.000000,4356,0.0,0.0,0.0,19.3,18.68,21.4,0.0,0.0,0.0
2021-06-12-04.05.00.000000,4357,0.0,0.0,0.0,19.4,18.81,21.6,0.0,0.0,0.0
2021-06-12-04.10.00.000000,4358,0.0,0.0,0.0,19.5,18.94,21.7,0.0,0.0,0.0
2021-06-12-04.15.00.000000,4359,0.0,0.0,0.0,19.7,19.08,21.9,0.0,0.0,0.0
2021-06-12-04.20.00.000000,4360,0.0,0.0,0.0,19.8,19.21,22.0,0.0,0.0,0.0
2021-06-12-04.25.00.000000,4361,0.0,0.0,0.0,19.9,19.34,22.2,0.0,0.0,0.0
2021-06-12-04.30.00.000000,4362,0.0,0.0,0.0,20.1,19.47,22.3,0.0,0.0,0.0
2021-06-12-04.35.00.000000,4363,0.0,0.0,0.0,20.2,19.6,22.4,0.0,0.0,0.0
2021-06-12-04.40.00.000000,4364,0.0,0.0,0.0,20.3,19.73,22.6,0.0,0.0,0.0
2021-06-12-04.45.00.000000,4365,0.0,0.0,0.0,20.5,19.86,22.7,0.0,0.0,0.0
2021-06-12-04.50.00.000000,4366,0.0,0.0,0.0,20.6,19.99,22.9,0.0,0.0,0.0
2021-06-12-04.55.00.000000,4367,0.0,0.0,0.0,20.7,20.12,23.0,0.0,0.0,0.0
2021-06-12-05.00.00.000000,4368,0.0,0.0,0.0,20.9,20.25,23.2,0.0,0.0,0.0
2021-06-12-05.05.00.000000,4369,0.0,0.0,0.0,21.1,20.42,23.4,0.0,0.0,0.0
2021-06-12-05.10.00.000000,4370,0.0,0.0,0.0,21.2,20.59,23.6,0.0,0.0,0.0
2021-06-12-05.15.00.000000,4371,0.0,0.0,0.0,21.4,20.76,23.8,0.0,0.0,0.0
2021-06-12-05.20.00.000000,4372,0.0,0.0,0.0,21.6,20.93,24.0,0.0,0.0,0.0
2021-06-12-05.25.00.000000,4373,0.0,0.0,0.0,21.7,21.09,24.2,0.0,0.0,0.0
2021-06-12-05.30.00.000000,4374,0.0,0.0,0.0,21.9,21.26,24.4,0.0,0.0,0.0
2021-06-12-05.35.00.000000,4375,0.0,0.0,0.0,22.1,21.43,24.5,0.0,0.0,0.0
2021-06-12-05.40.00.000000,4376,0.0,0.0,0.0,22.3,21.6,24.7,0.0,0.0,0.0
2021-06-12-05.45.00.000000,4377,0.0,0.0,0.0,22.4,21.77,24.9,0.0,0.0,0.0
2021-06-12-05.50.00.000000,4378,0.0,0.0,0.0,22.6,21.93,25.1,0.0,0.0,0.0
2021-06-12-05.55.00.000000,4379,0.0,0.0,0.0,22.8,22.1,25.3,0.0,0.0,0.0
2021-06-12-06.00.00.000000,4380,0.0,0.0,0.0,23.0,22.27,25.5,0.0,0.0,0.0
2021-06-12-06.05.00.000000,4381,0.0,0.0,0.0,23.2,22.47,25.7,0.0,0.0,0.0
2021-06-12-06.10.00.000000,4382,0.0,0.0,0.0,23.4,22.66,26.0,0.0,0.0,0.0
2021-06-12-06.15.00.000000,4383,0.0,0.0,0.0,23.6,22.86,26.2,0.0,0.0,0.0
2021-06-12-06.20.00.000000,4384,0.0,0.0,0.0,23.8,23.06,26.4,0.0,0.0,0.0
2021-06-12-06.25.00.000000,4385,0.0,0.0,0.0,24.0,23.25,26.6,0.0,0.0,0.0
2021-06-12-06.30.00.000000,4386,27.5,579.4,15.75683594,31.6,37.9,29.8,135.7,191.6,76.36
2021-06-12-06.35.00.000000,4387,40.2,593.8,24.22949219,31.8,38.18,29.8,109.2,123.2,117.41
2021-06-12-06.40.00.000000,4388,50.5,622.8,32.30615234,32.0,38.45,29.7,112.3,133.7,156.55
2021-06-12-06.45.00.000000,4389,71.0,658.9,47.82666016,32.4,38.85,29.7,121.0,150.2,231.76
2021-06-12-06.50.00.000000,4390,94.6,690.9,66.17089844,32.6,39.12,30.0,156.7,194.0,320.65
2021-06-12-06.55.00.000000,4391,122.2,700.8,86.53613281,32.7,39.23,30.4,195.5,241.3,419.33
2021-06-12-07.00.00.000000,4392,149.8,704.6,106.6162109,32.9,39.42,30.7,231.2,284.2,516.63
2021-06-12-07.05.00.000000,4393,175.8,704.9,124.8642578,33.2,39.89,30.8,262.6,318.3,605.05
2021-06-12-07.10.00.000000,4394,207.9,707.4,148.2871094,33.8,40.6,30.8,303.5,363.5,718.54
2021-06-12-07.15.00.000000,4395,244.7,709.1,175.40625,34.3,41.2,30.8,351.7,434.6,849.94
2021-06-12-07.20.00.000000,4396,284.7,713.8,205.1542969,35.1,42.07,30.8,403.6,499.8,994.08
2021-06-12-07.25.00.000000,4397,318.0,712.6,228.0820313,35.9,43.11,31.0,443.9,530.6,1105.17
2021-06-12-07.30.00.000000,4398,317.7,713.6,227.6835938,37.1,44.57,31.5,437.4,540.5,1103.23
2021-06-12-07.35.00.000000,4399,331.7,712.9,237.8066406,38.1,45.77,32.0,456.6,545.1,1152.27
2021-06-12-07.40.00.000000,4400,364.6,712.0,261.53125,39.2,47.0,32.6,501.3,613.2,1267.21
2021-06-12-07.45.00.000000,4401,436.7,706.1,311.109375,40.3,48.34,33.0,601.8,797.2,1507.42
2021-06-12-07.50.00.000000,4402,471.7,699.3,332.671875,41.7,50.04,33.6,655.0,808.8,1611.89
2021-06-12-07.55.00.000000,4403,507.2,693.2,354.7929688,43.3,51.98,34.3,698.7,835.7,1719.05
2021-06-12-08.00.00.000000,4404,450.8,693.7,312.5976563,44.6,53.54,35.2,624.4,778.8,1514.59
2021-06-12-08.05.00.000000,4405,384.2,698.6,267.5039063,45.8,55.0,36.4,541.7,756.7,1296.09
2021-06-12-08.10.00.000000,4406,377.9,714.2,271.2109375,46.9,56.32,36.9,562.5,687.9,1314.04
2021-06-12-08.15.00.000000,4407,402.9,715.4,292.1171875,48.4,58.03,37.4,583.3,961.0,1415.32
2021-06-12-08.20.00.000000,4408,479.4,718.6,348.4101563,49.8,59.76,37.5,693.4,968.6,1688.05
2021-06-12-08.25.00.000000,4409,480.5,716.4,348.5429688,51.0,61.25,38.2,710.6,979.9,1688.68
2021-06-12-08.30.00.000000,4410,525.5,722.8,383.9140625,52.2,62.64,38.5,821.6,980.7,1860.03
2021-06-12-08.35.00.000000,4411,544.6,720.3,396.2695313,52.6,63.17,39.3,859.0,979.3,1919.88
2021-06-12-08.40.00.000000,4412,547.4,717.6,396.15625,52.8,63.34,40.0,862.9,980.1,1919.31
2021-06-12-08.45.00.000000,4413,548.2,711.3,393.1757813,52.5,63.0,40.6,854.4,980.4,1904.85
2021-06-12-08.50.00.000000,4414,543.2,715.7,393.1289063,52.5,62.96,41.1,866.0,994.2,1904.61
2021-06-12-08.55.00.000000,4415,542.1,716.7,392.9726563,52.5,62.96,41.9,875.8,1007.2,1903.83
2021-06-12-09.00.00.000000,4416,541.4,721.7,395.6015625,52.5,63.04,42.9,898.0,1011.1,1916.55
2021-06-12-09.05.00.000000,4417,544.0,720.2,395.5195313,52.9,63.44,43.8,904.7,1015.4,1916.14
2021-06-12-09.10.00.000000,4418,545.0,717.8,395.7773438,53.2,63.83,44.4,911.0,1018.8,1917.37
2021-06-12-09.15.00.000000,4419,546.9,716.3,395.7382813,53.6,64.34,44.9,917.0,1022.1,1917.16
2021-06-12-09.20.00.000000,4420,547.6,714.6,395.7929688,54.0,64.74,45.4,922.6,1025.1,1917.41
2021-06-12-09.25.00.000000,4421,548.4,713.9,395.3945313,54.3,65.14,45.6,927.5,1028.1,1915.46
2021-06-12-09.30.00.000000,4422,548.5,712.4,395.1015625,54.5,65.34,45.7,931.6,1031.1,1914.03
2021-06-12-09.35.00.000000,4423,549.8,710.6,394.4804688,54.1,64.93,45.8,935.8,1035.4,1911.0
2021-06-12-09.40.00.000000,4424,550.7,709.7,394.5,53.6,64.34,46.0,939.4,1039.5,1911.08
2021-06-12-09.45.00.000000,4425,550.6,710.5,393.9570313,53.0,63.6,46.2,942.8,1043.3,1908.43
2021-06-12-09.50.00.000000,4426,548.7,711.4,394.3085938,52.7,63.21,46.3,945.4,1045.7,1910.11
2021-06-12-09.55.00.000000,4427,548.3,711.2,394.4375,52.5,63.02,46.6,948.1,1047.6,1910.72
2021-06-12-10.00.00.000000,4428,549.1,709.6,395.0117188,52.5,62.96,47.0,949.3,1046.6,1913.49
2021-06-12-10.05.00.000000,4429,551.7,707.0,394.6992188,52.5,62.96,47.2,950.5,1045.4,1911.95
2021-06-12-10.10.00.000000,4430,551.8,706.6,394.578125,52.5,62.96,47.3,950.7,1044.5,1911.35
2021-06-12-10.15.00.000000,4431,551.4,706.8,394.3554688,52.5,62.96,47.3,952.3,1046.6,1910.25
2021-06-12-10.20.00.000000,4432,549.6,709.0,394.6523438,52.5,62.96,47.3,954.0,1049.1,1911.68
2021-06-12-10.25.00.000000,4433,550.1,708.9,394.375,52.5,62.96,47.3,955.1,1049.1,1910.31
2021-06-12-10.30.00.000000,4434,551.7,707.3,394.328125,52.5,62.96,47.3,956.3,1047.7,1910.07
2021-06-12-10.35.00.000000,4435,554.2,704.0,394.1484375,52.8,63.31,47.6,958.9,1047.6,1909.18
2021-06-12-10.40.00.000000,4436,555.3,701.3,394.0820313,53.1,63.7,47.8,968.1,1054.3,1908.84
2021-06-12-10.45.00.000000,4437,554.9,700.3,394.046875,53.4,64.1,47.9,984.2,1067.6,1908.66
2021-06-12-10.50.00.000000,4438,555.0,699.7,394.0078125,53.5,64.15,47.9,1004.2,1084.1,1908.45
2021-06-12-10.55.00.000000,4439,556.4,699.4,394.09375,53.5,64.15,48.0,1031.3,1099.7,1908.85
2021-06-12-11.00.00.000000,4440,557.7,690.7,390.0546875,53.5,64.15,48.5,1002.7,1111.1,1889.27
2021-06-12-11.05.00.000000,4441,562.6,686.9,390.5898438,53.5,64.15,49.0,985.2,1082.9,1891.84
2021-06-12-11.10.00.000000,4442,540.1,683.4,380.3867188,53.5,64.15,49.0,933.8,1060.0,1842.41
2021-06-12-11.15.00.000000,4443,505.2,687.3,355.6601563,53.5,64.15,49.0,855.6,941.7,1722.63
2021-06-12-11.20.00.000000,4444,482.6,695.8,344.7382813,53.5,64.15,48.9,850.6,835.5,1669.71
2021-06-12-11.25.00.000000,4445,504.2,699.8,354.890625,53.4,64.11,48.9,884.8,925.8,1718.87
2021-06-12-11.30.00.000000,4446,539.4,703.2,383.9414063,53.4,64.11,48.6,990.1,1056.0,1859.56
2021-06-12-11.35.00.000000,4447,470.7,685.4,330.9960938,53.1,63.76,48.2,860.2,1097.5,1603.11
2021-06-12-11.40.00.000000,4448,444.7,688.0,311.3125,52.8,63.41,47.6,879.0,1120.5,1507.76
2021-06-12-11.45.00.000000,4449,443.7,690.7,311.296875,52.5,63.01,47.5,894.7,1138.2,1507.67
2021-06-12-11.50.00.000000,4450,531.6,700.7,374.2070313,52.8,63.3,48.1,1046.6,1128.1,1812.34
2021-06-12-11.55.00.000000,4451,564.6,691.6,394.1210938,53.1,63.7,49.1,987.9,1099.9,1908.77
2021-06-12-12.00.00.000000,4452,568.9,682.2,390.4648438,53.6,64.31,49.6,968.2,1088.0,1891.05
2021-06-12-12.05.00.000000,4453,572.2,680.7,390.7851563,54.0,64.76,49.5,963.1,1078.3,1892.58
2021-06-12-12.10.00.000000,4454,542.8,679.7,370.8945313,54.2,65.06,49.0,973.8,1072.7,1796.23
2021-06-12-12.15.00.000000,4455,502.4,682.8,347.6953125,54.0,64.85,48.3,984.8,1072.7,1683.87
2021-06-12-12.20.00.000000,4456,468.6,684.1,327.125,53.7,64.41,48.4,808.2,855.6,1584.23
2021-06-12-12.25.00.000000,4457,348.6,668.6,242.9082031,53.0,63.65,48.3,577.7,308.3,1176.37
2021-06-12-12.30.00.000000,4458,341.0,681.7,241.8769531,52.1,62.55,47.1,516.7,514.2,1171.36
2021-06-12-12.35.00.000000,4459,330.8,682.8,234.8203125,51.2,61.41,45.7,660.4,532.5,1137.18
2021-06-12-12.40.00.000000,4460,441.0,707.2,316.4023438,50.7,60.84,45.2,918.8,1123.0,1532.25
2021-06-12-12.45.00.000000,4461,470.6,698.1,333.4335938,50.9,61.04,46.2,963.6,1100.0,1614.71
2021-06-12-12.50.00.000000,4462,507.5,705.2,361.0546875,51.2,61.5,47.4,982.5,1100.0,1748.45
2021-06-12-12.55.00.000000,4463,536.1,709.2,383.3789063,51.8,62.15,48.4,978.9,1077.3,1856.54
2021-06-12-13.00.00.000000,4464,550.6,710.2,393.640625,52.5,62.96,48.9,984.2,1064.6,1906.22
2021-06-12-13.05.00.000000,4465,553.7,704.4,393.0742188,53.0,63.59,48.4,993.7,1064.5,1903.46
2021-06-12-13.10.00.000000,4466,557.3,694.7,390.6757813,53.3,63.98,48.2,981.1,1067.2,1891.83
2021-06-12-13.15.00.000000,4467,554.1,688.1,383.7421875,53.4,64.07,47.8,958.7,1064.3,1858.24
2021-06-12-13.20.00.000000,4468,550.7,685.6,381.1757813,53.5,64.15,48.5,953.6,1065.1,1845.79
2021-06-12-13.25.00.000000,4469,553.1,685.2,382.4140625,53.5,64.15,48.1,942.5,1065.0,1851.77
2021-06-12-13.30.00.000000,4470,509.5,684.0,355.5507813,53.5,64.15,48.1,884.1,1064.9,1721.67
2021-06-12-13.35.00.000000,4471,480.2,682.5,335.2421875,53.2,63.8,47.3,814.3,1064.8,1623.32
2021-06-12-13.40.00.000000,4472,473.1,693.2,335.875,53.1,63.67,47.7,835.6,1086.1,1626.37
2021-06-12-13.45.00.000000,4473,516.7,700.0,367.9570313,53.1,63.67,47.7,891.4,1076.6,1781.7
2021-06-12-13.50.00.000000,4474,548.6,706.7,391.609375,53.3,64.01,48.0,969.2,1079.5,1896.21
2021-06-12-13.55.00.000000,4475,556.2,698.7,392.078125,53.5,64.15,47.7,976.2,1077.2,1898.46
2021-06-12-14.00.00.000000,4476,562.8,694.9,394.1015625,53.5,64.15,47.4,1004.8,1081.7,1908.24
2021-06-12-14.05.00.000000,4477,525.9,669.6,357.4023438,53.5,64.15,47.5,887.3,1080.8,1730.53
2021-06-12-14.10.00.000000,4478,479.6,651.5,317.3085938,53.5,64.15,47.8,755.5,852.2,1536.38
2021-06-12-14.15.00.000000,4479,466.3,654.4,310.2734375,53.5,64.15,48.6,733.4,624.1,1502.31
2021-06-12-14.20.00.000000,4480,453.9,662.1,304.2460938,53.5,64.15,48.9,780.3,624.1,1473.11
2021-06-12-14.25.00.000000,4481,454.2,683.0,314.9960938,53.3,63.96,48.9,849.5,1124.5,1525.14
2021-06-12-14.30.00.000000,4482,461.3,688.1,321.3867188,53.1,63.74,48.9,882.2,1111.5,1556.07
2021-06-12-14.35.00.000000,4483,512.4,701.6,363.9101563,52.8,63.38,47.8,958.1,1098.5,1761.94
2021-06-19-05.10.00.000000,6386,0.0,0.0,0.0,27.1,26.32,30.2,0.0,0.0,0.0
2021-06-19-05.15.00.000000,6387,0.0,0.0,0.0,27.4,26.57,30.4,0.0,0.0,0.0
2021-06-19-05.20.00.000000,6388,0.0,0.0,0.0,27.6,26.82,30.7,0.0,0.0,0.0
2021-06-19-05.25.00.000000,6389,0.0,0.0,0.0,27.9,27.07,31.0,0.0,0.0,0.0
2021-06-19-05.30.00.000000,6390,0.0,0.0,0.0,28.2,27.31,31.3,0.0,0.0,0.0
2021-06-19-05.35.00.000000,6391,0.0,0.0,0.0,28.4,27.56,31.6,0.0,0.0,0.0
2021-06-19-05.40.00.000000,6392,0.0,0.0,0.0,28.7,27.81,31.9,0.0,0.0,0.0
2021-06-19-05.45.00.000000,6393,0.0,0.0,0.0,28.9,28.06,32.1,0.0,0.0,0.0
2021-06-19-05.50.00.000000,6394,0.0,0.0,0.0,29.2,28.31,32.4,0.0,0.0,0.0
2021-06-19-05.55.00.000000,6395,0.0,0.0,0.0,29.4,28.56,32.7,0.0,0.0,0.0
2021-06-19-06.00.00.000000,6396,0.0,0.0,0.0,29.7,28.8,33.0,0.0,0.0,0.0
2021-06-19-06.05.00.000000,6397,0.0,0.0,0.0,29.9,29.0,33.2,0.0,0.0,0.0
2021-06-19-06.10.00.000000,6398,0.0,0.0,0.0,30.1,29.2,33.4,0.0,0.0,0.0
2021-06-19-06.15.00.000000,6399,0.0,0.0,0.0,30.3,29.39,33.7,0.0,0.0,0.0
2021-06-19-06.20.00.000000,6400,18.8,692.8,13.18168945,34.6,41.58,34.6,128.2,121.6,95.73
2021-06-19-06.25.00.000000,6401,18.8,692.8,13.18168945,34.6,41.58,34.6,128.2,121.6,95.73
2021-06-19-06.30.00.000000,6402,26.8,687.7,18.55751953,34.6,41.58,34.4,125.8,140.1,134.76
2021-06-19-06.35.00.000000,6403,38.0,684.3,26.30478515,34.9,41.92,34.2,129.4,161.2,191.02
2021-06-19-06.40.00.000000,6404,53.8,688.2,37.528125,35.3,42.32,34.1,158.8,195.5,272.52
2021-06-19-06.45.00.000000,6405,70.7,695.9,49.87910156,35.6,42.72,34.1,196.9,241.4,362.21
2021-06-19-06.50.00.000000,6406,89.4,700.5,63.35214846,35.9,43.03,34.1,237.3,289.4,460.04
2021-06-19-06.55.00.000000,6407,109.2,702.9,77.48671878,36.3,43.6,34.1,279.1,338.4,562.67
2021-06-19-07.00.00.000000,6408,130.3,701.5,92.09765628,37.0,44.36,34.1,322.4,388.1,668.77
